year,page_numbers,line_number,smsa_name,total_units,private_total,private_1_unit,private_2_units,private_3_4_units,private_5plus_units,public_units,private_structures,total_valuation,private_valuation,private_1_unit_val,private_2_units_val,private_3_4_units_val,private_5plus_units_val,public_valuation
1967,pages_07_08.json,48,OUTSIDE CENTRAL CITIES,52,52,52,0,0,0,0,0,671,671,671,0,0,0,0
1967,pages_07_08.json,49,"FLINT, MICH.",3721,3721,2665,70,99,887,0,87,50641,50641,41997,519,504,7620,0
1967,pages_07_08.json,50,FLINT,1011,1011,314,46,8,643,0,70,9127,9127,3352,303,56,5416,0
1967,pages_07_08.json,51,OUTSIDE CENTRAL CITY,2710,2710,2351,24,91,244,0,17,41514,41514,38645,216,448,2204,0
1967,pages_07_08.json,52,"FORT LAUDERDALE-HOLLYWOOD, FLA.",13057,13057,4936,800,254,7067,0,290,177611,177611,91534,7774,2104,76199,0
1967,pages_07_08.json,53,INSIDE CENTRAL CITIES,5246,5246,1236,440,81,3489,0,178,75559,75559,31456,4515,662,38925,0
1967,pages_07_08.json,54,FORT LAUDERDALE,2090,2090,383,366,65,1276,0,113,33242,33242,11556,3780,483,17423,0
1967,pages_07_08.json,55,HOLLYWOOD,3156,3156,853,74,16,2213,0,65,42316,42316,19900,735,179,21502,0
1967,pages_07_08.json,56,OUTSIDE CENTRAL CITIES,7811,7811,3700,360,173,3578,0,112,102053,102053,60078,3259,1442,37274,0
1967,pages_07_08.json,57,"FORT SMITH, ARK.-OKLA.",676,396,304,0,24,68,280,5,9455,6125,5741,0,114,270,3330
1967,pages_07_08.json,58,FORT SMITH,606,326,238,0,20,68,280,5,8667,5337,4968,0,99,270,3330
1967,pages_07_08.json,59,OUTSIDE CENTRAL CITY,70,70,66,0,4,0,0,0,789,789,774,0,15,0,0
1967,pages_09_10.json,1,"FORT WAYNE, IND..",1257,1257,952,8,216,81,0,7,20866,20866,18835,64,1518,449,0
1967,pages_09_10.json,2,FORT WAYNE.,429,429,188,6,160,75,0,6,4887,4887,3310,52,1144,381,0
1967,pages_09_10.json,3,OUTSIDE CENTRAL CITY.,828,828,764,2,56,6,0,1,15979,15979,15525,12,374,68,0
1967,pages_09_10.json,4,"FORT WORTH, TEX. 3",9375,9375,4572,132,270,4401,0,197,99916,99916,66330,1152,2192,30242,0
1967,pages_09_10.json,5,FORT WORTH.,3034,3034,1193,102,36,1703,0,32,31088,31088,17861,930,135,12162,0
1967,pages_09_10.json,6,OUTSIDE CENTRAL CITY.,6341,6341,3379,30,234,2698,0,165,68828,68828,48470,222,2057,18080,0
1967,pages_09_10.json,7,"FRESNO, CALIF. 3",2984,2984,1729,109,404,742,0,91,33612,33612,24276,1036,2846,5454,0
1967,pages_09_10.json,8,FRESNO.,1574,1574,697,68,154,655,0,79,17117,17117,10167,729,1288,4933,0
1967,pages_09_10.json,9,OUTSIDE CENTRAL CITY.,1410,1410,1032,41,250,87,0,12,16495,16495,14108,307,1558,521,0
1967,pages_09_10.json,10,"GADSDEN, ALA.",201,201,191,0,0,10,0,1,2478,2478,2438,0,0,40,0
1967,pages_09_10.json,11,GADSDEN,161,161,151,0,0,10,0,1,1965,1965,1925,0,0,40,0
1967,pages_09_10.json,12,OUTSIDE CENTRAL CITY.,40,40,40,0,0,0,0,0,514,514,514,0,0,0,0
1967,pages_09_10.json,13,"GALVESTON-TEXAS CITY, TEX..",942,742,539,20,21,162,200,12,12131,9307,8380,258,57,612,2824
1967,pages_09_10.json,14,INSIDE CENTRAL CITIES,680,480,369,12,13,86,200,10,9328,6504,5817,184,36,467,2824
1967,pages_09_10.json,15,GALVESTON,414,214,103,12,13,86,200,10,5554,2730,2044,184,36,467,2824
1967,pages_09_10.json,16,TEXAS CITY.,266,266,266,0,0,0,0,0,3774,3774,3774,0,0,0,0
1967,pages_09_10.json,17,OUTSIDE CENTRAL CITIES.,262,262,170,8,8,76,0,2,2803,2803,2563,75,21,145,0
1967,pages_09_10.json,18,"GARY-HAMMOND-EAST CHICAGO,IND. 3",3587,3483,2446,124,91,822,104,44,50604,48867,41105,1333,885,5544,1737
1967,pages_09_10.json,19,INSIDE CENTRAL CITIES,727,623,352,28,0,243,104,10,8756,7019,5096,425,0,1498,1737
1967,pages_09_10.json,20,EAST CHICAGO.,210,106,82,24,0,0,104,0,3490,1753,1371,382,0,0,1737
1967,pages_09_10.json,21,GARY.,386,386,198,0,0,188,0,6,3618,3618,2450,0,0,1168,0
1967,pages_09_10.json,22,HAMMOND,131,131,72,4,0,55,0,4,1648,1648,1275,43,0,330,0
1967,pages_09_10.json,23,OUTSIDE CENTRAL CITIES.,2860,2860,2094,96,91,579,0,34,41848,41848,36010,907,885,4046,0
1967,pages_09_10.json,24,"GRAND RAPIDS, MICH. 3",3599,3599,2466,284,70,779,0,50,46978,46978,39245,2652,522,4560,0
1967,pages_09_10.json,25,GRAND RAPIDS.,983,983,363,44,0,576,0,32,9184,9184,5797,434,0,2953,0
1967,pages_09_10.json,26,OUTSIDE CENTRAL CITY.,2616,2616,2103,240,70,203,0,18,37794,37794,33448,2218,522,1607,0
1967,pages_09_10.json,27,"GREAT FALLS, MONT.",207,207,103,0,4,100,0,6,1913,1913,1312,0,15,586,0
1967,pages_09_10.json,28,GREAT FALLS,203,203,99,0,4,100,0,6,1852,1852,1251,0,15,586,0
1967,pages_09_10.json,29,OUTSIDE CENTRAL CITY.,4,4,4,0,0,0,0,0,62,62,62,0,0,0,0
1967,pages_09_10.json,30,"GREEN BAY, WIS.",1281,1281,858,140,68,215,0,20,19030,19030,14930,1500,455,2145,0
1967,pages_09_10.json,31,GREEN BAY,554,554,292,92,52,118,0,11,7777,7777,4932,978,369,1498,0
1967,pages_09_10.json,32,OUTSIDE CENTRAL CITY.,727,727,566,48,16,97,0,9,11253,11253,9998,522,86,647,0
1967,pages_09_10.json,33,"GREENSBORO-WINSTON-SALEM-HIGH POINT, N.C. 3",5783,5681,3317,84,96,2184,102,149,64716,63620,49627,609,584,12800,1096
1967,pages_09_10.json,34,INSIDE CENTRAL CITIES,3455,3353,1874,40,61,1378,102,73,38798,37701,27957,217,407,9121,1096
1967,pages_09_10.json,35,GREENSBORO.,1941,1839,974,12,11,842,102,28,20604,19508,13938,54,44,5472,1096
1967,pages_09_10.json,36,HIGH POINT.,466,466,333,16,0,117,0,4,5962,5962,4767,78,0,1117,0
1967,pages_09_10.json,37,WINSTON-SALEM,1048,1048,567,12,50,419,0,41,12232,12232,9252,85,364,2532,0
1967,pages_09_10.json,38,OUTSIDE CENTRAL CITIES.,2328,2328,1443,44,35,806,0,76,25918,25918,21670,392,177,3679,0
1967,pages_09_10.json,39,"GREENVILLE, S. C.",2367,2367,1756,90,69,452,0,13,29779,29779,25772,465,265,3276,0
1967,pages_09_10.json,40,GREENVILLE.,414,414,116,14,0,284,0,7,4319,4319,2218,105,0,1996,0
1967,pages_09_10.json,41,OUTSIDE CENTRAL CITY.,1953,1953,1640,76,69,168,0,6,25459,25459,23554,360,265,1280,0
1967,pages_09_10.json,42,"HAMILTON-MIDDLETOWN, OHIO",1084,1084,693,28,66,297,0,13,16125,16125,13373,298,565,1889,0
1967,pages_09_10.json,43,INSIDE CENTRAL CITIES,421,421,144,18,56,203,0,8,5173,5173,3200,177,483,1314,0
1967,pages_09_10.json,44,HAMILTON.,159,159,102,0,28,29,0,1,2798,2798,2260,0,244,294,0
1967,pages_09_10.json,45,MIDDLETOWN.,262,262,42,18,28,174,0,7,2375,2375,940,177,239,1020,0
1967,pages_09_10.json,46,OUTSIDE CENTRAL CITIES.,663,663,549,10,10,94,0,5,10952,10952,10173,122,82,575,0
1967,pages_09_10.json,47,"HARRISBURG, PA.",2427,2426,1203,4,32,1187,1,55,29340,27771,20090,28,497,7156,1569
1967,pages_09_10.json,48,HARRISBURG.,204,203,3,0,0,200,1,2,1914,345,40,0,0,305,1569
1967,pages_09_10.json,49,OUTSIDE CENTRAL CITY.,2223,2223,1200,4,32,987,0,53,27426,27426,20050,28,497,6852,0
1967,pages_09_10.json,50,"HARTFORD, CONN. 3",6293,6293,2704,130,63,3396,0,188,72034,72034,45646,1183,513,24693,0
1967,pages_09_10.json,51,HARTFORD.,964,964,7,2,12,943,0,26,8658,8658,103,16,88,8451,0
1967,pages_09_10.json,52,OUTSIDE CENTRAL CITY.,5329,5329,2697,128,51,2453,0,162,63376,63376,45543,1167,425,16241,0
1967,pages_09_10.json,53,"HONOLULU, HAWAII 3",7069,6204,3004,46,50,3104,865,119,109060,92199,50905,503,747,40044,16861
1967,pages_09_10.json,54,HONOLULU 4,7069,6204,3004,46,50,3104,865,119,109060,92199,50905,503,747,40044,16861
1967,pages_09_10.json,55,OUTSIDE CENTRAL CITY.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,pages_09_10.json,56,"HOUSTON, TEX. 3",16706,16706,6752,248,173,9533,0,518,186721,186721,120347,1625,1008,63740,0
1967,pages_09_10.json,57,HOUSTON,12762,12762,4433,206,134,7989,0,464,135203,135203,79606,1389,780,53427,0
1967,pages_09_10.json,58,OUTSIDE CENTRAL CITY.,3944,3944,2319,42,39,1544,0,54,51519,51519,40741,237,228,10313,0
1967,pages_11_12.json,1,"HUNTINGTON-ASHLAND, W.VA.-KY.-OHIO",487,487,379,6,11,91,0,9,5795,5759,5006,67,86,636,0
1967,pages_11_12.json,2,INSIDE CENTRAL CITIES,227,227,125,6,11,85,0,8,2898,2898,2131,67,86,614,0
1967,pages_11_12.json,3,HUNTINGTON.,184,184,85,6,8,85,0,8,2132,2132,1395,67,56,614,0
1967,pages_11_12.json,4,ASHLAND,43,43,40,0,3,0,0,0,766,766,736,0,30,0,0
1967,pages_11_12.json,5,OUTSIDE CENTRAL CITIES.,260,260,254,0,0,6,0,1,2897,2897,2875,0,0,22,0
1967,pages_11_12.json,6,"HUNTSVILLE, ALA.",915,915,859,8,0,48,0,6,11722,11722,11412,46,0,264,0
1967,pages_11_12.json,7,HUNTSVILLE.,757,757,733,0,0,24,0,3,9894,9894,9750,0,0,144,0
1967,pages_11_12.json,8,OUTSIDE CENTRAL CITY.,158,158,126,8,0,24,0,3,1828,1828,1662,46,0,120,0
1967,pages_11_12.json,9,"INDIANAPOLIS, IND.",10034,9834,3934,284,46,5570,200,315,113034,109544,64545,2114,265,42621,3490
1967,pages_11_12.json,10,INDIANAPOLIS.,2991,2791,551,58,0,2182,200,23,32567,29077,6544,350,0,22184,3490
1967,pages_11_12.json,11,OUTSIDE CENTRAL CITY.,7043,7043,3383,226,46,3388,0,292,80467,80467,58001,1764,265,20437,0
1967,pages_11_12.json,12,"JACKSON, MICH.",972,972,675,16,0,281,0,9,10831,10831,9129,127,0,1575,0
1967,pages_11_12.json,13,JACKSON,271,271,8,0,0,263,0,6,1611,1611,151,0,0,1460,0
1967,pages_11_12.json,14,OUTSIDE CENTRAL CITY.,701,701,667,16,0,18,0,3,9220,9220,8978,127,0,115,0
1967,pages_11_12.json,15,"JACKSON, MISS.",1439,1439,1015,40,34,350,0,31,16930,16930,14483,208,198,2042,0
1967,pages_11_12.json,16,JACKSON,965,965,553,40,34,338,0,30,10192,10192,7815,208,198,1971,0
1967,pages_11_12.json,17,OUTSIDE CENTRAL CITY.,474,474,462,0,0,12,0,1,6738,6738,6668,0,0,71,0
1967,pages_11_12.json,18,"JACKSONVILLE, FLA.",3005,3005,1299,68,79,1559,0,134,21445,21445,11500,202,278,9465,0
1967,pages_11_12.json,19,JACKSONVILLE.,519,519,269,64,71,115,0,9,2324,2324,1434,172,251,467,0
1967,pages_11_12.json,20,OUTSIDE CENTRAL CITY.,2486,2486,1030,4,8,1444,0,125,19120,19120,10066,30,27,8997,0
1967,pages_11_12.json,21,"JERSEY CITY, N.J.",1399,1203,83,618,40,462,196,21,13224,11345,1317,6272,467,3290,1879
1967,pages_11_12.json,22,JERSEY CITY,465,465,7,154,0,304,0,2,3611,3611,110,1651,0,1850,0
1967,pages_11_12.json,23,OUTSIDE CENTRAL CITY.,934,738,76,464,40,158,196,19,9613,7734,1207,4621,467,1440,1879
1967,pages_11_12.json,24,"JOHNSTOWN, PA.",388,388,227,2,16,143,0,5,5758,5758,3958,18,132,1650,0
1967,pages_11_12.json,25,JOHNSTOWN.,5,5,5,0,0,0,0,0,77,77,77,0,0,0,0
1967,pages_11_12.json,26,OUTSIDE CENTRAL CITY.,383,383,222,2,16,143,0,5,5682,5682,3882,18,132,1650,0
1967,pages_11_12.json,27,"KALAMAZOO, MICH.",1715,1715,788,34,26,867,0,61,24836,24836,16981,347,261,7248,0
1967,pages_11_12.json,28,KALAMAZOO,537,537,89,8,4,436,0,25,6467,6467,2223,68,25,4151,0
1967,pages_11_12.json,29,OUTSIDE CENTRAL CITY.,1178,1178,699,26,22,431,0,36,18369,18369,14758,279,236,3097,0
1967,pages_11_12.json,30,"KANSAS CITY, MO.-KANS.",11724,11327,6152,958,66,4151,397,294,147414,142314,96862,9074,584,35794,5100
1967,pages_11_12.json,31,INSIDE CENTRAL CITIES,4480,4083,1811,254,24,1994,397,112,50269,45169,27032,2506,205,15427,5100
1967,pages_11_12.json,32,"KANSAS CITY, MO.",3507,3507,1486,168,0,1853,0,103,37755,37755,21631,1720,0,14404,0
1967,pages_11_12.json,33,"KANSAS CITY, KANS.",973,576,325,86,24,141,397,9,12514,7414,5401,786,205,1023,5100
1967,pages_11_12.json,34,OUTSIDE CENTRAL CITIES.,7244,7244,4341,704,42,2157,0,182,97145,97145,69830,6568,380,20367,0
1967,pages_11_12.json,35,"KENOSHA, WIS.",292,292,208,20,0,64,0,2,4103,4103,3463,170,0,470,0
1967,pages_11_12.json,36,KENOSHA,86,86,78,8,0,0,0,0,1261,1261,1170,92,0,0,0
1967,pages_11_12.json,37,OUTSIDE CENTRAL CITY.,206,206,130,12,0,64,0,2,2841,2841,2293,78,0,470,0
1967,pages_11_12.json,38,"KNOXVILLE, TENN.",3598,3598,1830,48,15,1705,0,97,38644,38644,27070,332,63,11179,0
1967,pages_11_12.json,39,KNOXVILLE,1962,1962,268,46,11,1637,0,94,15091,15091,4162,322,49,10557,0
1967,pages_11_12.json,40,OUTSIDE CENTRAL CITY.,1636,1636,1562,2,4,68,0,3,23554,23554,22908,10,14,622,0
1967,pages_11_12.json,41,"LAFAYETTE-WEST LAFAYETTE, IND.",776,776,481,38,23,234,0,14,10880,10880,8792,354,138,1597,0
1967,pages_11_12.json,42,INSIDE CENTRAL CITIES,505,505,260,4,7,234,0,14,6379,6379,4716,29,38,1597,0
1967,pages_11_12.json,43,LAFAYETTE,189,189,175,4,4,6,0,1,2677,2677,2608,29,20,20,0
1967,pages_11_12.json,44,WEST LAFAYETTE.,316,316,85,0,3,228,0,13,3702,3702,2107,0,18,1577,0
1967,pages_11_12.json,45,OUTSIDE CENTRAL CITIES.,271,271,221,34,16,0,0,0,4501,4501,4076,325,100,0,0
1967,pages_11_12.json,46,"LAFAYETTE, LA.",310,310,281,0,12,17,0,2,5961,5961,5770,0,97,94,0
1967,pages_11_12.json,47,LAFAYETTE,298,298,269,0,12,17,0,2,5768,5768,5578,0,97,94,0
1967,pages_11_12.json,48,OUTSIDE CENTRAL CITY.,12,12,12,0,0,0,0,0,192,192,192,0,0,0,0
1967,pages_11_12.json,49,"LAKE CHARLES, LA.",432,432,240,14,8,170,0,17,6513,6513,5100,240,45,1128,0
1967,pages_11_12.json,50,LAKE CHARLES.,319,319,129,12,8,170,0,17,4707,4707,3315,220,45,1128,0
1967,pages_11_12.json,51,OUTSIDE CENTRAL CITY.,113,113,111,2,0,0,0,0,1806,1806,1786,20,0,0,0
1967,pages_11_12.json,52,"LANCASTER, PA.",1533,1432,812,6,90,524,101,38,20309,18967,14886,68,769,3244,1342
1967,pages_11_12.json,53,LANCASTER,383,282,24,0,4,254,101,9,3317,1975,396,0,35,1544,1342
1967,pages_11_12.json,54,OUTSIDE CENTRAL CITY.,1150,1150,788,6,86,270,0,29,16992,16992,14490,68,734,1700,0
1967,pages_11_12.json,55,"LANSING, MICH.",5062,5062,2326,188,67,2481,0,99,60526,60526,39531,2162,889,17944,0
1967,pages_11_12.json,56,LANSING,1282,1282,872,54,34,322,0,28,14754,14754,10682,645,558,2870,0
1967,pages_11_12.json,57,OUTSIDE CENTRAL CITY.,3780,3780,1454,134,33,2159,0,71,45772,45772,28849,1518,331,15074,0
1967,pages_13_14.json,1,"LAREDO, TEX.",166,166,146,0,0,20,0,3,849,849,793,0,0,57,0
1967,pages_13_14.json,2,LAREDO,166,166,146,0,0,20,NA,NA,849,849,793,NA,NA,57,NA
1967,pages_13_14.json,3,OUTSIDE CENTRAL CITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,pages_13_14.json,4,"LAS VEGAS, NEV. 3",897,897,737,2,37,121,0,10,14857,14857,13146,18,317,1376,0
1967,pages_13_14.json,5,LAS VEGAS,468,468,354,2,0,112,0,9,7757,7757,6422,18,0,1317,0
1967,pages_13_14.json,6,OUTSIDE CENTRAL CITY,429,429,383,0,37,9,0,1,7100,7100,6724,0,317,59,0
1967,pages_13_14.json,7,"LAWRENCE-HAVERHILL, MASS.-N.H.",1345,1345,600,22,27,696,0,54,14838,14838,10545,240,178,3875,0
1967,pages_13_14.json,8,INSIDE CENTRAL CITIES,193,193,54,6,0,133,0,7,1493,1493,748,45,0,700,0
1967,pages_13_14.json,9,HAVERHILL,58,58,33,0,0,25,0,2,599,599,449,0,0,150,0
1967,pages_13_14.json,10,LAWRENCE,135,135,21,6,0,108,0,5,894,894,299,45,0,550,0
1967,pages_13_14.json,11,OUTSIDE CENTRAL CITIES,1152,1152,546,16,27,563,0,47,13345,13345,9797,195,178,3175,0
1967,pages_13_14.json,12,"LAWTON, OKLA.",1141,991,568,2,16,405,150,18,13366,11862,8374,8,56,3425,1504
1967,pages_13_14.json,13,LAWTON,1140,990,567,2,16,405,150,18,13338,11834,8346,8,56,3425,1504
1967,pages_13_14.json,14,OUTSIDE CENTRAL CITY,1,1,1,0,0,0,0,0,28,28,28,0,0,0,0
1967,pages_13_14.json,15,"LEWISTON-AUBURN, MAINE",468,361,191,6,12,152,107,16,5730,4385,3087,57,111,1130,1345
1967,pages_13_14.json,16,INSIDE CENTRAL CITIES,445,338,170,4,12,152,107,16,5425,4080,2800,39,111,1130,1345
1967,pages_13_14.json,17,AUBURN,39,39,39,0,0,0,0,0,631,631,631,0,0,0,0
1967,pages_13_14.json,18,LEWISTON,406,299,131,4,12,152,107,16,4794,3449,2169,39,111,1130,1345
1967,pages_13_14.json,19,OUTSIDE CENTRAL CITIES,23,23,21,2,0,0,0,0,305,305,287,18,0,0,0
1967,pages_13_14.json,20,"LEXINGTON, KY. 3",2727,2530,1251,216,8,1055,197,54,30743,28629,19545,2084,46,6955,2114
1967,pages_13_14.json,21,LEXINGTON,2339,2142,887,208,8,1039,197,52,24520,22406,13486,2009,46,6866,2114
1967,pages_13_14.json,22,OUTSIDE CENTRAL CITY,388,388,364,8,0,16,0,2,6223,6223,6059,75,0,89,0
1967,pages_13_14.json,23,"LIMA, OHIO",454,454,393,6,31,24,0,3,7396,7396,6867,35,282,212,0
1967,pages_13_14.json,24,LIMA,55,55,38,6,3,8,0,1,646,646,523,35,25,62,0
1967,pages_13_14.json,25,OUTSIDE CENTRAL CITY,399,399,355,0,28,16,0,2,6750,6750,6343,0,257,150,0
1967,pages_13_14.json,26,"LINCOLN, NEBR.",831,831,562,24,31,214,0,27,10888,10888,8765,252,293,1577,0
1967,pages_13_14.json,27,LINCOLN,795,795,528,22,31,214,0,27,10229,10229,8166,192,293,1577,0
1967,pages_13_14.json,28,OUTSIDE CENTRAL CITY,36,36,34,2,0,0,0,0,660,660,600,60,0,0,0
1967,pages_13_14.json,29,"LITTLE ROCK-NORTH LITTLE ROCK, ARK. 3",1769,1569,1126,68,39,336,200,30,29430,26751,23315,483,218,2735,2679
1967,pages_13_14.json,30,INSIDE CENTRAL CITIES,1542,1342,953,30,23,336,200,30,26741,24062,20970,202,155,2735,2679
1967,pages_13_14.json,31,LITTLE ROCK,971,971,617,14,4,336,0,30,18744,18744,15869,105,35,2735,0
1967,pages_13_14.json,32,NORTH LITTLE ROCK,571,371,336,16,19,0,200,0,7997,5318,5101,97,120,0,2679
1967,pages_13_14.json,33,OUTSIDE CENTRAL CITIES,227,227,173,38,16,0,0,0,2689,2689,2345,281,63,0,0
1967,pages_13_14.json,34,"LORAIN-ELYRIA, OHIO",1065,1065,784,22,64,195,0,14,17298,17298,15412,223,524,1140,0
1967,pages_13_14.json,35,INSIDE CENTRAL CITIES,519,519,334,12,38,135,0,10,6895,6895,5881,113,309,592,0
1967,pages_13_14.json,36,ELYRIA,270,270,155,6,4,105,0,6,3459,3459,2980,65,60,355,0
1967,pages_13_14.json,37,LORAIN,249,249,179,6,34,30,0,4,3436,3436,2901,49,249,237,0
1967,pages_13_14.json,38,OUTSIDE CENTRAL CITIES,546,546,450,10,26,60,0,4,10403,10403,9531,110,215,548,0
1967,pages_13_14.json,39,"LOS ANGELES-LONG BEACH, CALIF. 3",23090,23090,10098,570,846,11576,0,649,404321,404321,253832,7463,9815,133210,0
1967,pages_13_14.json,40,INSIDE CENTRAL CITIES,9707,9707,2744,156,130,6677,0,361,168288,168288,84430,2458,1452,79948,0
1967,pages_13_14.json,41,LONG BEACH,863,863,187,40,130,506,0,31,12454,12454,4734,487,1452,5780,0
1967,pages_13_14.json,42,LOS ANGELES,8844,8844,2557,116,0,6171,0,330,155835,155835,79696,1971,0,74168,0
1967,pages_13_14.json,43,OUTSIDE CENTRAL CITIES,13383,13383,7354,414,716,4899,0,288,236033,236033,169402,5005,8363,53262,0
1967,pages_13_14.json,44,"LOUISVILLE, KY.-IND. 3",7137,6937,3809,0,187,2941,200,184,75329,72993,55313,0,1047,16633,2336
1967,pages_13_14.json,45,LOUISVILLE,1872,1672,391,0,28,1253,200,90,14799,12463,5585,0,214,6664,2336
1967,pages_13_14.json,46,OUTSIDE CENTRAL CITY,5265,5265,3418,0,159,1688,0,94,60530,60530,49728,0,833,9969,0
1967,pages_13_14.json,47,"LOWELL, MASS.",1571,1571,1113,48,48,362,0,11,18614,18614,16055,362,402,1795,0
1967,pages_13_14.json,48,LOWELL,468,468,74,28,40,326,0,10,2917,2917,868,172,282,1595,0
1967,pages_13_14.json,49,OUTSIDE CENTRAL CITY,1103,1103,1039,20,8,36,0,1,15697,15697,15187,190,120,200,0
1967,pages_13_14.json,50,"LUBBOCK, TEX. 3",775,775,527,120,76,52,0,6,12974,12974,10982,1086,426,480,0
1967,pages_13_14.json,51,LUBBOCK,742,742,494,120,76,52,0,6,12432,12432,10440,1086,426,480,0
1967,pages_13_14.json,52,OUTSIDE CENTRAL CITY,33,33,33,0,0,0,0,0,542,542,542,0,0,0,0
1967,pages_13_14.json,53,"LYNCHBURG, VA.",590,590,532,10,4,44,0,4,9426,9426,8819,81,20,506,0
1967,pages_13_14.json,54,LYNCHBURG,161,161,127,2,0,32,0,3,3342,3342,2947,15,0,381,0
1967,pages_13_14.json,55,OUTSIDE CENTRAL CITY,429,429,405,8,4,12,0,1,6083,6083,5872,66,20,125,0
1967,pages_15_16.json,1,"MCALLEN-PHARR-EDINBURG, TEX.",497,417,392,12,8,5,80,1,4147,3139,3003,67,59,10,1008
1967,pages_15_16.json,2,INSIDE CENTRAL CITIES,278,278,253,12,8,5,0,1,2484,2484,2348,67,59,10,0
1967,pages_15_16.json,3,EDINBURG,86,86,84,2,0,0,0,0,868,868,856,12,0,0,0
1967,pages_15_16.json,4,MCALLEN,148,148,125,10,8,5,0,1,1414,1414,1290,55,59,10,0
1967,pages_15_16.json,5,PHARR,44,44,44,0,0,0,0,0,202,202,202,0,0,0,0
1967,pages_15_16.json,6,OUTSIDE CENTRAL CITIES,219,139,139,0,0,0,80,0,1663,655,655,0,0,0,1008
1967,pages_15_16.json,7,"MACON, GA.",1571,1571,860,324,244,143,0,18,14200,14200,10217,1585,1459,939,0
1967,pages_15_16.json,8,MACON,1048,1048,549,318,86,95,0,11,9965,9965,6944,1554,710,757,0
1967,pages_15_16.json,9,OUTSIDE CENTRAL CITY,523,523,311,6,158,48,0,7,4235,4235,3273,31,749,182,0
1967,pages_15_16.json,10,"MADISON, WIS.",2421,2421,1297,130,28,966,0,38,28274,28274,20521,1371,212,6169,0
1967,pages_15_16.json,11,MADISON,1330,1330,591,52,12,675,0,24,14269,14269,9380,538,104,4247,0
1967,pages_15_16.json,12,OUTSIDE CENTRAL CITY,1091,1091,706,78,16,291,0,14,14005,14005,11142,833,108,1923,0
1967,pages_15_16.json,13,"MANCHESTER, N.H.",423,423,351,42,3,27,0,1,5233,5233,4752,359,22,100,0
1967,pages_15_16.json,14,MANCHESTER,271,271,201,40,3,27,0,1,3191,3191,2730,339,22,100,0
1967,pages_15_16.json,15,OUTSIDE CENTRAL CITY,152,152,150,2,0,0,0,0,2042,2042,2022,20,0,0,0
1967,pages_15_16.json,16,"MANSFIELD, OHIO",723,723,439,50,16,218,0,18,10854,10854,8327,560,117,1850,0
1967,pages_15_16.json,17,MANSFIELD,297,297,61,24,0,212,0,17,3428,3428,1355,268,0,1805,0
1967,pages_15_16.json,18,OUTSIDE CENTRAL CITY,426,426,378,26,16,6,0,1,7427,7427,6972,292,117,45,0
1967,pages_15_16.json,19,"MEMPHIS, TENN.-ARK.",9154,9154,4180,316,100,4558,0,415,79137,79137,53030,1466,599,24042,0
1967,pages_15_16.json,20,MEMPHIS,3809,3809,1521,250,4,2034,0,48,22792,22792,14470,911,18,7393,0
1967,pages_15_16.json,21,OUTSIDE CENTRAL CITY,5345,5345,2659,66,96,2524,0,367,56345,56345,38559,556,581,16649,0
1967,pages_15_16.json,22,"MERIDEN, CONN.",205,205,156,4,0,45,0,2,2580,2580,2447,46,0,88,0
1967,pages_15_16.json,23,MERIDEN,205,205,156,4,0,45,0,2,2580,2580,2447,46,0,88,0
1967,pages_15_16.json,24,OUTSIDE CENTRAL CITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,pages_15_16.json,25,"MIAMI, FLA.",14904,14904,3777,822,455,9850,0,287,179160,179160,65570,7013,2821,103756,0
1967,pages_15_16.json,26,MIAMI,2013,2013,163,380,22,1448,0,65,16511,16511,2304,3047,161,10999,0
1967,pages_15_16.json,27,OUTSIDE CENTRAL CITY,12891,12891,3614,442,433,8402,0,222,162649,162649,63266,3966,2659,92757,0
1967,pages_15_16.json,28,"MIDLAND, TEX.",404,404,298,2,0,104,0,3,6998,6998,6229,24,0,745,0
1967,pages_15_16.json,29,MIDLAND,404,404,298,2,0,104,0,3,6998,6998,6229,24,0,745,0
1967,pages_15_16.json,30,OUTSIDE CENTRAL CITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,pages_15_16.json,31,"MILWAUKEE, WIS.",9671,9671,4723,544,211,4193,0,179,141643,141643,92487,6195,2068,40894,0
1967,pages_15_16.json,32,MILWAUKEE,3566,3566,760,308,76,2422,0,83,39729,39729,10348,3111,694,25577,0
1967,pages_15_16.json,33,OUTSIDE CENTRAL CITY,6105,6105,3963,236,135,1771,0,96,101914,101914,82138,3084,1375,15317,0
1967,pages_15_16.json,34,"MINNEAPOLIS-ST. PAUL, MINN.",16661,16082,6546,364,243,8929,579,335,227366,222004,136147,4782,2321,78755,5362
1967,pages_15_16.json,35,INSIDE CENTRAL CITIES,3197,2618,246,110,16,2246,579,100,29065,23702,4649,1286,181,17587,5362
1967,pages_15_16.json,36,MINNEAPOLIS,1846,1454,81,46,16,1311,392,52,17004,13285,1423,510,181,11173,3719
1967,pages_15_16.json,37,ST. PAUL,1351,1164,165,64,0,935,187,48,12060,10417,3226,777,0,6414,1643
